요일코드,호선,역번호,역명,구분,05:00 ~,06:00 ~,07:00 ~,08:00 ~,09:00 ~,10:00 ~,11:00 ~,12:00 ~,13:00 ~,14:00 ~,15:00 ~,16:00 ~,17:00 ~,18:00 ~,19:00 ~,20:00 ~,21:00 ~,22:00 ~,23:00 ~, 24:00~,
02,4호선,432,총신대입구(4),U,17,21,24,36,49,47,49,61,69,69,55,53,60,55,29,29,29,34,38,0,
02,4호선,433,사당(4),U,17,22,28,40,54,51,52,66,73,73,57,58,67,65,32,30,31,38,42,0,
02,4호선,434,남태령,U,11,32,42,51,83,87,87,114,118,122,76,95,121,126,47,40,32,33,27,0,
02,2호선,211,성수(2),D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
02,2호선,212,건대입구(2),D,35,17,18,38,26,33,39,54,52,51,59,49,45,39,34,31,36,34,29,0,
02,2호선,213,구의,D,32,15,17,35,26,33,38,52,55,55,61,54,52,49,41,38,45,38,30,0,
02,2호선,214,강변,D,22,13,15,30,23,31,36,48,55,54,57,55,51,49,43,38,47,40,31,0,
02,2호선,215,잠실나루,D,24,16,17,29,21,29,31,42,50,49,56,54,50,49,42,38,44,42,34,0,
02,2호선,216,잠실(2),D,23,15,16,28,20,26,31,40,48,48,54,55,49,47,45,39,45,43,36,0,
02,2호선,217,신천,D,16,26,17,27,25,30,37,44,56,54,62,62,54,49,45,36,45,47,48,0,
02,2호선,218,종합운동장,D,13,24,16,24,25,29,36,43,55,52,62,62,54,51,45,38,46,48,50,0,
02,2호선,219,삼성,D,13,24,19,26,26,30,37,43,56,52,65,61,53,50,45,38,46,49,52,0,
02,2호선,220,선릉(2),D,25,29,22,35,42,54,58,60,79,67,75,64,51,44,39,34,41,45,50,0,
02,2호선,221,역삼,D,45,31,27,45,52,66,67,71,91,75,78,72,58,47,46,40,47,52,61,0,
02,2호선,222,강남(2),D,49,34,30,50,59,72,73,74,92,82,81,72,59,49,47,40,47,55,61,0,
02,2호선,223,교대(2),D,51,37,33,60,79,86,83,85,104,91,85,78,66,59,54,43,44,48,56,0,
02,2호선,224,서초,D,54,50,41,76,94,93,90,90,107,92,85,80,66,59,53,43,42,49,57,0,
02,2호선,225,방배,D,56,52,42,78,96,94,92,90,106,91,83,77,67,56,50,41,40,48,58,0,
02,2호선,226,사당(2),D,53,54,44,82,96,94,93,93,103,94,81,77,67,55,50,42,41,49,60,0,
02,2호선,227,낙성대,D,57,55,48,85,94,87,93,88,97,86,75,69,67,53,47,41,43,53,64,0,
02,2호선,228,서울대입구,D,54,53,45,80,90,83,88,83,90,83,72,63,65,52,47,41,43,59,70,0,
02,2호선,229,봉천,D,54,48,44,71,86,73,83,76,80,78,67,58,60,51,42,41,41,62,61,0,
02,2호선,230,신림,D,50,46,41,67,82,70,81,72,78,76,66,59,60,51,43,42,42,65,65,0,
02,2호선,231,신대방,D,37,38,33,55,69,60,72,66,72,72,63,57,61,54,46,46,47,76,79,0,
02,2호선,232,구로디지털단지,D,39,33,31,49,68,58,69,65,70,73,64,57,64,57,50,50,50,84,87,0,
02,2호선,233,대림(2),D,32,29,30,46,64,54,67,65,69,74,69,58,69,62,56,56,57,98,100,0,
02,2호선,234,신도림(2),D,25,24,27,40,53,48,65,63,66,72,70,64,70,66,60,57,63,114,108,0,
02,2호선,235,문래,D,42,33,26,35,39,49,56,63,64,70,72,65,76,65,54,66,69,86,91,0,
02,2호선,236,영등포구청(2),D,41,32,26,35,39,49,55,62,63,71,73,63,75,65,54,66,69,84,96,0,
02,2호선,237,당산(2),D,36,28,23,28,32,41,48,56,57,64,69,61,73,66,55,67,71,88,103,0,
02,2호선,238,합정(2),D,42,23,23,27,30,43,44,59,57,67,70,67,78,72,60,74,84,95,118,0,
02,2호선,239,홍대입구(2),D,32,17,16,17,21,30,35,46,49,56,63,59,72,66,56,68,74,85,104,0,
02,2호선,240,신촌,D,21,12,12,13,18,28,34,52,52,63,70,68,78,74,62,69,68,70,77,0,
02,2호선,241,이대입구,D,12,11,12,17,22,30,37,53,53,65,70,64,77,78,63,68,62,56,67,0,
02,2호선,242,아현,D,11,10,12,19,24,33,40,56,56,67,72,64,77,78,65,68,61,56,69,0,
02,2호선,243,충정로(2),D,10,11,12,18,24,33,39,56,55,66,73,64,78,79,65,69,62,57,71,0,
02,2호선,201,시청(2),D,10,11,11,19,24,33,41,55,55,65,72,66,74,78,66,69,62,58,73,0,
02,2호선,202,을지입구,D,8,11,12,19,24,32,41,51,55,67,69,57,67,67,55,60,51,46,54,0,
02,2호선,203,을지3가(2),D,12,12,14,23,31,39,48,59,59,70,68,55,63,61,47,43,37,35,39,0,
02,2호선,204,을지4가(2),D,14,14,15,25,31,37,46,57,52,59,58,45,55,52,40,37,33,33,37,0,
02,2호선,205,동대문역사문화공원(2),D,13,14,16,28,34,40,47,56,54,58,58,43,53,50,38,34,33,33,38,0,
02,2호선,206,신당(2),D,17,14,19,31,37,44,64,64,63,68,66,45,57,56,41,37,35,36,40,0,
02,2호선,207,상왕십리,D,16,14,18,31,37,42,63,64,63,68,66,47,56,59,42,39,38,40,45,0,
02,2호선,208,왕십리(2),D,15,14,18,31,36,41,62,62,62,66,65,45,55,58,42,38,38,40,46,0,
02,2호선,209,한양대,D,14,11,14,23,29,37,54,53,50,55,59,42,47,56,38,35,35,36,42,0,
02,2호선,210,뚝섬,D,11,12,16,29,30,38,42,49,50,59,47,41,46,39,36,34,34,35,43,0,
02,2호선,9006,성수E,D,10,12,16,28,31,37,41,49,49,59,46,41,44,38,35,30,37,36,44,0,
02,4호선,409,당고개,D,3,2,4,6,6,5,5,5,5,5,4,4,4,3,2,2,2,2,2,0,
02,4호선,410,상계,D,9,6,11,15,15,12,13,12,12,12,9,10,9,7,5,4,4,6,5,0,
02,4호선,411,노원(4),D,10,9,16,22,24,20,26,22,24,24,19,22,19,17,12,12,13,16,18,0,
02,4호선,412,창동(4),D,13,13,23,33,37,31,37,33,35,34,28,28,28,24,16,15,17,19,21,0,
02,4호선,413,쌍문,D,19,18,32,45,48,39,46,41,43,41,33,32,31,25,17,16,17,20,18,0,
02,4호선,414,수유,D,27,23,38,57,61,48,55,51,52,49,42,37,39,28,19,17,17,22,18,0,
02,4호선,415,미아,D,31,26,41,61,65,52,58,54,56,53,46,41,42,30,21,17,17,22,18,0,
02,4호선,416,미아4거리,D,38,28,45,67,72,58,64,59,63,60,54,47,46,33,23,20,19,24,19,0,
02,4호선,417,길음,D,42,31,50,73,79,64,70,66,71,66,60,52,51,36,26,22,20,24,19,0,
02,4호선,418,성신여대,D,48,33,51,75,84,69,76,72,78,71,68,58,57,42,30,24,24,28,22,0,
02,4호선,419,한성대입구,D,39,34,53,77,87,71,81,76,82,75,75,62,62,45,32,24,26,30,23,0,
02,4호선,420,혜화,D,41,33,49,77,88,70,107,89,88,81,121,89,84,63,78,56,57,66,43,0,
02,4호선,421,동대문(4),D,44,32,45,70,81,66,99,86,89,82,122,91,87,64,76,55,57,64,45,0,
02,4호선,422,동대문역사문화공원(4),D,35,25,34,52,64,53,75,69,75,70,97,78,74,57,60,44,48,53,37,0,
02,4호선,423,충무로(4),D,32,21,25,37,52,46,64,64,70,68,92,77,76,61,56,43,46,50,35,0,
02,4호선,424,명동,D,31,19,24,33,46,39,55,54,59,57,80,72,73,59,57,46,55,60,39,0,
02,4호선,425,회현,D,31,17,21,27,36,33,48,48,54,57,82,77,81,63,60,49,57,61,39,0,
02,4호선,426,서울역(4),D,21,12,13,20,29,26,36,37,41,41,62,60,66,53,45,39,46,50,41,0,
02,4호선,427,숙대입구,D,23,12,14,20,29,26,36,36,41,41,62,60,68,53,45,38,44,48,40,0,
02,4호선,428,삼각지(4),D,26,14,15,23,34,30,38,40,44,43,65,61,70,55,47,39,47,53,44,0,
02,4호선,429,신용산,D,27,13,15,22,33,30,37,39,43,42,63,62,70,55,47,39,48,54,45,0,
02,4호선,430,이촌(4),D,27,14,17,24,36,35,41,47,48,45,69,67,76,60,51,43,51,58,47,0,
02,4호선,431,동작,D,0,15,15,24,34,34,40,44,46,44,67,64,74,60,51,44,48,56,50,0,
02,4호선,432,총신대입구(4),D,0,18,16,27,37,39,43,48,48,49,67,66,76,64,52,48,50,59,50,0,
02,4호선,433,사당(4),D,15,28,25,39,50,75,57,82,69,83,87,98,107,97,85,74,65,87,70,64,
02,4호선,434,남태령,D,15,27,25,39,49,75,57,81,68,83,86,98,106,97,85,74,65,86,70,63,
03,2호선,211,성수(2),U,8,10,10,20,24,21,36,34,37,38,50,41,52,58,36,29,27,30,35,0,
03,2호선,212,건대입구(2),U,13,13,14,24,32,27,37,38,41,42,49,43,54,58,38,33,27,31,32,0,
03,2호선,213,구의,U,10,15,14,25,34,28,38,39,41,42,47,42,51,55,36,30,25,27,29,0,
03,2호선,214,강변,U,10,11,12,25,34,31,39,38,39,37,39,34,40,44,29,27,25,29,31,0,
03,2호선,215,잠실나루,U,10,10,11,24,34,31,40,38,40,37,39,33,39,42,29,26,24,27,30,0,
03,2호선,216,잠실(2),U,12,11,13,25,38,36,43,43,46,44,43,39,46,47,35,33,31,32,26,0,
03,2호선,217,신천,U,14,11,13,23,39,37,44,46,47,43,41,37,43,43,34,32,30,31,24,0,
03,2호선,218,종합운동장,U,14,11,12,22,38,37,43,47,48,44,42,39,43,43,34,32,30,31,24,0,
03,2호선,219,삼성,U,10,11,12,20,33,31,35,42,47,49,53,59,56,53,43,42,40,38,29,0,
03,2호선,220,선릉(2),U,14,13,13,21,35,35,40,48,52,56,60,68,59,62,48,46,44,44,31,0,
03,2호선,221,역삼,U,16,14,14,21,35,35,40,49,54,57,61,72,61,64,50,48,46,46,32,0,
03,2호선,222,강남(2),U,28,17,15,22,34,34,40,47,55,60,65,77,68,71,58,58,62,61,45,0,
03,2호선,223,교대(2),U,27,18,16,23,36,38,43,48,56,62,65,76,70,76,61,61,71,70,54,0,
03,2호선,224,서초,U,27,17,14,21,32,35,41,47,57,59,64,79,71,78,64,63,73,72,55,0,
03,2호선,225,방배,U,28,18,14,21,32,37,39,47,57,60,64,79,71,78,65,63,72,72,55,0,
03,2호선,226,사당(2),U,25,17,12,19,29,38,36,46,56,62,62,77,79,86,69,64,76,75,62,0,
03,2호선,227,낙성대,U,27,16,12,19,29,37,36,44,56,61,61,75,73,84,65,59,70,73,53,0,
03,2호선,228,서울대입구,U,17,16,12,19,26,35,36,43,54,59,59,70,70,77,60,53,62,65,49,0,
03,2호선,229,봉천,U,19,16,12,20,27,36,37,44,54,58,59,68,68,74,57,51,59,61,44,0,
03,2호선,230,신림,U,28,17,14,23,29,38,37,47,55,58,58,65,63,65,50,45,49,53,35,0,
03,2호선,231,신대방,U,27,21,15,25,32,41,40,51,57,61,59,65,63,65,49,43,46,48,32,0,
03,2호선,232,구로디지털단지,U,37,23,17,29,37,45,44,54,61,63,61,67,63,64,49,42,43,44,28,0,
03,2호선,233,대림(2),U,46,23,18,31,41,44,42,56,62,64,61,64,59,60,49,39,38,36,26,0,
03,2호선,234,신도림(2),U,11,16,21,39,44,50,51,63,66,66,63,56,63,57,44,36,36,41,34,0,
03,2호선,235,문래,U,11,16,20,38,42,49,51,63,65,65,62,56,65,55,45,35,36,40,33,0,
03,2호선,236,영등포구청(2),U,12,15,21,39,43,50,52,64,66,65,60,56,58,51,40,31,31,32,30,0,
03,2호선,237,당산(2),U,12,14,23,42,45,54,57,65,75,68,65,59,62,53,41,32,30,31,30,0,
03,2호선,238,합정(2),U,12,11,17,35,39,45,49,59,63,58,56,50,50,47,34,26,24,24,23,0,
03,2호선,239,홍대입구(2),U,21,14,19,36,38,43,47,51,56,50,46,44,43,42,34,29,32,32,32,0,
03,2호선,240,신촌,U,25,14,18,31,32,39,44,53,52,48,44,47,43,41,35,32,35,38,35,0,
03,2호선,241,이대입구,U,26,14,18,31,32,38,44,51,49,49,45,53,44,42,35,33,36,37,36,0,
03,2호선,242,아현,U,25,14,18,32,33,37,43,54,50,49,46,53,44,42,35,33,37,36,35,0,
03,2호선,243,충정로(2),U,26,15,17,32,35,35,43,53,50,49,45,52,43,41,35,31,35,34,33,0,
03,2호선,201,시청(2),U,21,13,15,32,34,32,41,46,45,46,43,48,41,40,33,29,34,33,31,0,
03,2호선,202,을지입구,U,16,12,14,27,26,27,35,39,42,44,43,49,44,46,39,40,41,38,37,0,
03,2호선,203,을지3가(2),U,15,10,12,27,22,21,31,35,36,40,40,45,42,44,38,38,37,34,36,0,
03,2호선,204,을지4가(2),U,15,10,11,27,21,21,30,34,34,38,39,42,41,43,37,37,36,32,34,0,
03,2호선,205,동대문역사문화공원(2),U,13,11,14,31,25,24,34,37,46,51,47,49,51,48,40,36,36,32,33,0,
03,2호선,206,신당(2),U,14,13,13,33,27,25,36,39,48,53,51,50,53,50,39,35,34,31,31,0,
03,2호선,207,상왕십리,U,14,13,13,33,26,25,36,40,49,54,50,50,52,49,38,34,33,30,29,0,
03,2호선,208,왕십리(2),U,13,12,13,38,26,24,37,42,43,53,49,47,47,45,35,29,29,26,25,0,
03,2호선,209,한양대,U,14,12,10,19,24,21,36,33,36,39,48,46,46,59,36,29,28,28,24,0,
03,2호선,210,뚝섬,U,14,12,9,19,25,21,34,32,35,37,48,44,47,57,36,29,27,27,23,0,
03,2호선,9006,성수E,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03,4호선,409,당고개,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03,4호선,410,상계,U,0,2,1,2,3,4,2,2,2,3,3,3,4,4,3,3,4,4,4,6,
03,4호선,411,노원(4),U,0,4,2,4,7,8,5,5,6,8,7,8,10,11,8,8,9,9,9,14,
03,4호선,412,창동(4),U,0,11,6,9,13,14,10,12,15,17,16,18,20,22,17,15,16,16,16,0,
03,4호선,413,쌍문,U,0,14,8,12,17,19,14,16,20,23,22,25,28,30,24,22,24,23,22,0,
03,4호선,414,수유,U,23,13,8,12,17,19,15,17,21,25,24,30,33,35,29,27,30,30,30,0,
03,4호선,415,미아,U,17,14,9,12,18,21,16,19,23,31,29,35,39,43,36,34,39,39,39,0,
03,4호선,416,미아4거리,U,15,14,9,13,18,21,17,19,25,31,30,37,43,45,37,37,41,42,42,0,
03,4호선,417,길음,U,14,13,9,12,18,21,18,21,27,34,34,41,48,51,41,39,45,46,47,0,
03,4호선,418,성신여대,U,11,13,10,13,20,22,19,23,28,36,37,46,51,55,45,43,50,52,52,0,
03,4호선,419,한성대입구,U,10,13,10,13,21,23,21,25,30,38,40,49,55,60,48,47,54,55,63,0,
03,4호선,420,혜화,U,12,14,10,15,23,25,23,27,33,41,43,52,59,62,49,44,56,58,59,0,
03,4호선,421,동대문(4),U,12,15,12,28,41,34,44,53,59,60,55,63,67,68,51,45,56,58,60,0,
03,4호선,422,동대문역사문화공원(4),U,10,13,12,26,37,33,43,51,55,57,50,57,61,63,47,44,51,56,57,0,
03,4호선,423,충무로(4),U,7,10,10,24,29,29,32,43,45,48,43,49,51,50,39,39,40,43,42,0,
03,4호선,424,명동,U,6,9,10,22,28,30,33,41,44,47,42,46,47,46,36,36,35,37,35,0,
03,4호선,425,회현,U,6,10,10,25,29,32,38,46,49,51,43,43,42,40,30,27,25,27,26,0,
03,4호선,426,서울역(4),U,5,10,11,26,31,35,39,49,49,51,41,40,42,38,27,24,23,26,25,0,
03,4호선,427,숙대입구,U,8,10,10,21,28,28,32,41,42,44,38,38,38,38,25,21,19,20,20,0,
03,4호선,428,삼각지(4),U,8,9,12,22,28,28,33,39,43,43,38,36,37,37,23,21,19,21,21,0,
03,4호선,429,신용산,U,6,10,13,23,30,30,36,42,46,45,40,37,42,43,25,24,22,23,26,0,
03,4호선,430,이촌(4),U,6,10,13,23,31,31,37,42,49,43,39,37,42,43,25,23,21,22,25,0,
03,4호선,431,동작,U,7,12,17,27,36,36,39,47,49,48,40,40,47,47,26,25,23,24,28,0,
03,4호선,432,총신대입구(4),U,12,11,17,27,36,36,38,46,47,48,39,39,44,46,25,25,22,24,26,0,
03,4호선,433,사당(4),U,12,12,17,28,39,39,41,47,49,49,42,44,51,56,28,27,25,26,28,0,
03,4호선,434,남태령,U,8,17,26,36,59,68,64,79,80,81,57,71,104,124,47,40,30,25,19,0,
03,2호선,211,성수(2),D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03,2호선,212,건대입구(2),D,22,11,12,30,25,25,36,48,42,41,42,39,36,32,30,30,30,28,18,0,
03,2호선,213,구의,D,15,10,11,27,25,25,36,45,43,42,44,44,41,38,36,35,35,33,23,0,
03,2호선,214,강변,D,12,8,11,25,22,23,33,42,41,40,43,44,41,38,37,36,36,34,24,0,
03,2호선,215,잠실나루,D,13,10,12,22,20,20,30,37,39,40,44,46,42,40,36,33,31,28,19,0,
03,2호선,216,잠실(2),D,12,10,12,21,19,20,28,36,37,41,43,46,42,41,36,34,32,28,19,0,
03,2호선,217,신천,D,13,14,13,24,26,24,34,37,40,44,46,48,44,42,36,31,32,30,24,0,
03,2호선,218,종합운동장,D,10,13,12,24,24,24,34,33,40,43,45,49,45,42,37,32,32,28,24,0,
03,2호선,219,삼성,D,9,14,13,25,26,25,34,33,40,43,45,49,45,43,38,32,33,29,24,0,
03,2호선,220,선릉(2),D,18,16,15,31,39,40,54,49,54,53,48,44,45,41,33,29,29,27,24,0,
03,2호선,221,역삼,D,28,18,18,36,46,46,59,58,62,57,53,49,50,46,38,34,34,31,30,0,
03,2호선,222,강남(2),D,28,18,20,39,49,49,62,60,65,59,53,47,52,47,39,34,34,31,31,0,
03,2호선,223,교대(2),D,27,20,23,45,59,56,72,69,75,65,59,53,58,50,42,33,29,27,29,0,
03,2호선,224,서초,D,35,27,28,53,69,62,80,73,83,69,63,58,63,53,44,35,31,26,31,0,
03,2호선,225,방배,D,31,28,31,57,73,64,78,73,79,72,61,53,63,49,40,34,29,26,31,0,
03,2호선,226,사당(2),D,30,29,31,59,75,65,76,75,77,73,62,54,63,50,40,34,30,27,32,0,
03,2호선,227,낙성대,D,34,33,36,63,80,70,77,75,78,70,62,55,60,47,41,36,31,29,34,0,
03,2호선,228,서울대입구,D,33,32,34,60,76,69,71,72,74,66,59,53,59,47,41,35,33,32,38,0,
03,2호선,229,봉천,D,37,28,33,54,71,64,65,65,67,60,54,49,56,45,39,35,33,32,35,0,
03,2호선,230,신림,D,31,28,32,52,68,62,62,63,65,58,54,50,57,44,41,36,35,32,38,0,
03,2호선,231,신대방,D,23,24,26,44,59,54,57,55,59,54,51,48,57,46,42,39,39,36,48,0,
03,2호선,232,구로디지털단지,D,23,22,24,42,55,53,55,55,58,54,51,49,59,48,45,42,43,39,59,0,
03,2호선,233,대림(2),D,21,22,24,40,53,51,54,54,57,56,54,53,61,52,49,46,48,45,69,0,
03,2호선,234,신도림(2),D,17,19,21,33,46,47,53,52,55,54,52,66,62,58,50,47,52,49,75,0,
03,2호선,235,문래,D,44,31,18,27,41,43,45,49,51,50,53,59,66,61,55,48,56,54,39,0,
03,2호선,236,영등포구청(2),D,43,30,17,26,41,43,44,48,51,50,53,59,66,62,55,48,56,53,40,0,
03,2호선,237,당산(2),D,41,26,15,21,33,37,38,44,47,45,52,58,65,63,56,49,57,54,42,0,
03,2호선,238,합정(2),D,46,22,14,21,31,36,37,46,48,47,57,62,71,68,59,56,62,61,49,0,
03,2호선,239,홍대입구(2),D,39,18,10,14,21,26,29,36,39,41,48,54,62,57,50,48,52,53,43,0,
03,2호선,240,신촌,D,18,10,7,11,18,23,30,40,42,46,53,56,62,57,45,44,40,41,30,0,
03,2호선,241,이대입구,D,8,8,7,15,21,24,33,41,45,46,53,52,60,57,44,39,34,34,27,0,
03,2호선,242,아현,D,7,8,7,15,21,26,35,45,50,47,54,50,59,57,44,39,34,34,28,0,
03,2호선,243,충정로(2),D,6,8,7,16,21,25,35,44,49,47,54,50,59,57,43,39,36,33,30,0,
03,2호선,201,시청(2),D,6,8,6,16,21,25,35,44,48,46,53,49,58,56,43,39,36,33,30,0,
03,2호선,202,을지입구,D,4,8,7,15,21,24,34,42,45,43,51,44,52,51,39,36,32,30,27,0,
03,2호선,203,을지3가(2),D,6,8,9,19,28,28,40,47,50,45,51,42,50,45,31,25,23,22,21,0,
03,2호선,204,을지4가(2),D,7,9,9,19,30,29,41,45,46,42,49,38,44,41,28,23,22,21,20,0,
03,2호선,205,동대문역사문화공원(2),D,6,9,9,21,30,29,42,46,46,42,49,37,44,41,28,23,22,21,20,0,
03,2호선,206,신당(2),D,11,10,10,24,32,33,57,52,52,48,58,40,44,51,32,28,27,25,24,0,
03,2호선,207,상왕십리,D,10,10,10,24,31,31,62,53,54,47,60,40,45,53,34,30,29,28,27,0,
03,2호선,208,왕십리(2),D,10,10,10,23,30,31,61,52,51,47,59,39,44,53,34,30,30,29,28,0,
03,2호선,209,한양대,D,9,8,9,19,25,24,56,44,41,39,55,35,41,52,31,28,28,26,27,0,
03,2호선,210,뚝섬,D,9,8,11,29,25,27,36,47,42,39,42,34,40,32,29,27,27,25,28,0,
03,2호선,9006,성수E,D,8,8,10,29,25,27,35,47,41,39,41,33,39,31,28,27,28,25,28,0,
03,4호선,409,당고개,D,2,2,2,3,4,4,4,4,4,5,5,4,3,3,2,2,2,2,1,0,
03,4호선,410,상계,D,5,4,6,9,11,10,10,10,11,10,10,10,7,6,4,4,4,4,4,0,
03,4호선,411,노원(4),D,6,6,8,14,17,16,19,18,19,19,18,18,19,13,11,11,12,13,13,0,
03,4호선,412,창동(4),D,8,8,12,19,26,25,27,26,28,27,25,24,26,19,15,15,15,15,16,0,
03,4호선,413,쌍문,D,11,11,16,25,33,31,35,32,34,32,29,27,28,20,16,15,15,16,13,0,
03,4호선,414,수유,D,15,13,19,31,43,37,42,39,41,37,35,30,34,23,19,17,16,17,13,0,
03,4호선,415,미아,D,17,15,21,33,45,40,44,42,44,40,38,33,35,23,20,17,15,17,13,0,
03,4호선,416,미아4거리,D,21,16,23,37,49,44,48,45,50,43,44,36,37,25,22,20,17,18,14,0,
03,4호선,417,길음,D,24,17,25,40,53,47,53,49,55,48,47,39,39,27,23,21,17,19,13,0,
03,4호선,418,성신여대,D,28,18,25,40,57,50,58,53,59,51,52,43,43,30,26,23,21,21,15,0,
03,4호선,419,한성대입구,D,23,19,26,42,59,52,60,55,63,55,57,47,45,32,28,22,22,23,16,0,
03,4호선,420,혜화,D,27,19,25,40,58,53,61,56,86,73,67,58,86,50,42,36,40,40,25,0,
03,4호선,421,동대문(4),D,28,18,24,39,56,51,59,54,83,72,68,60,88,51,41,35,40,41,25,0,
03,4호선,422,동대문역사문화공원(4),D,22,15,19,29,45,42,51,45,62,57,61,54,73,48,36,31,34,37,22,0,
03,4호선,423,충무로(4),D,21,12,16,23,39,38,45,42,55,54,60,53,68,49,36,30,34,36,21,0,
03,4호선,424,명동,D,21,11,14,21,34,32,36,33,44,45,52,49,65,49,38,34,41,42,24,0,
03,4호선,425,회현,D,22,10,14,19,30,29,34,32,43,44,52,51,67,50,41,36,42,42,24,0,
03,4호선,426,서울역(4),D,16,8,10,14,25,25,27,25,33,30,39,37,43,37,30,26,31,34,23,0,
03,4호선,427,숙대입구,D,17,8,9,14,25,24,27,25,33,29,39,38,43,38,31,26,31,33,23,0,
03,4호선,428,삼각지(4),D,23,10,10,16,29,28,28,28,35,33,42,41,46,40,34,28,33,35,26,0,
03,4호선,429,신용산,D,23,10,9,15,28,28,28,28,34,32,41,40,46,39,35,29,34,36,26,0,
03,4호선,430,이촌(4),D,23,10,11,16,31,32,31,33,37,35,47,45,51,45,39,33,36,39,28,0,
03,4호선,431,동작,D,0,12,10,16,30,32,30,32,36,35,47,43,50,43,40,33,34,37,30,0,
03,4호선,432,총신대입구(4),D,0,15,12,19,34,39,34,38,39,40,47,44,50,45,40,36,37,41,32,0,
03,4호선,433,사당(4),D,10,25,22,33,55,92,59,73,64,75,67,68,75,71,67,58,50,55,40,30,
03,4호선,434,남태령,D,10,25,22,32,53,92,59,73,64,74,67,68,75,70,66,58,49,54,40,30,